category,alcohol (%),rating,price ($)
White,12.5,93,22
Red,14,89,32
White,13.5,86,21
White,12,88,6
Red,14.8,97,70
Red,14.8,86,35
Red,14,88,30
Red,14.93,87,36
Rose,14.1,90,25
Red,14.6,92,40
White,12,88,30
Red,14.6,90,55
Red,14.4,91,25
White,12.5,86,15
Red,14,86,15
Red,14.5,87,35
White,15,88,50
Red,12.5,90,22
Red,13.5,83,13
White,12.6,93,22
Red,14,88,13
White,13,87,26
Red,14.5,88,36
Red,13.9,81,19
White,13.5,85,38
Sparkling,13.5,96,70
Red,13.5,89,26
Red,15,92,50
Red,14.5,91,28
Red,14,93,50
Red,15.2,87,35
Red,14.9,95,100
Red,13.5,84,16
Red,14.5,88,30
Red,13.9,92,35
Red,13.8,84,30
Red,14.5,85,24
Sparkling,11,90,15
Rose,13.1,88,28
Red,14,90,75
Red,12.5,80,8
Red,14.9,90,28
Red,13.5,88,50
Red,13.5,91,25
Red,13.9,88,17
Sparkling,11,88,16
Red,13.5,87,12
Red,14.5,89,30
White,13,92,30
White,12.5,90,21
Red,14.8,84,15
White,13,88,23
Red,15.5,93,60
White,13,92,45
Red,14.1,92,45
White,12.5,85,16
Red,14,87,35
White,12.5,88,15
Sparkling,12.5,92,72
White,10.8,91,8
Rose,13,86,9
White,7.5,89,38
Red,14,95,65
White,13.9,84,25
Sparkling,12.3,90,60
Red,13,89,28
Red,14.3,89,18
White,13,84,23
Red,14.9,87,34
Red,14,95,76
Red,15.8,87,30
Red,14.5,90,40
White,13.5,93,28
White,14.1,88,35
Red,13.8,85,40
Red,13.5,86,11
Red,14.3,84,20
Red,14.5,87,30
Red,13,91,25
White,11,88,14
White,12.5,88,9
White,13.7,85,17
Red,13.8,89,14
White,14.3,91,22
Red,15,93,80
Port/Sherry,20,95,55
White,13.5,87,13
White,15,89,25
Red,13,92,19
Red,13.5,92,30
Red,13.5,89,39
White,12.5,89,23
White,15,95,56
Red,12.5,86,8
Red,14.5,92,59
Red,13.5,84,20
Red,13,83,15
White,13,86,18
White,11.5,90,36
Sparkling,12,83,14
Rose,13,87,16
Red,13.5,89,19
Red,14.8,91,23
White,13,88,18
White,12.5,89,18
Red,13.5,93,45
White,14.5,84,45
Red,13.7,87,50
Red,13,87,13
White,13,83,10
White,12.5,90,21
White,13.9,84,9
Red,16,92,45
Red,12.5,88,19
White,13,88,19
White,12.4,90,40
Red,13.5,92,59
Red,13.9,83,18
Sparkling,12,90,45
White,12.5,81,20
Red,14.5,90,38
Red,13.5,85,35
White,14.3,93,35
Red,14.5,88,35
Red,14.5,84,11
Red,14.6,87,18
White,13,90,45
Red,15.5,90,26
Red,14.8,94,30
Red,13.5,85,32
Red,14.4,86,25
Red,14,88,35
White,13.8,87,18
Red,13.7,86,8
White,13,95,35
White,14.5,90,38
White,12.5,87,16
Red,13.5,89,16
White,13.7,87,16
Red,13,85,10
White,13,91,22
Red,14.4,92,34
White,14,91,45
Red,14.8,88,25
Red,13.8,88,25
Red,14.3,88,48
Red,15.4,86,42
White,13.5,92,50
Red,13,88,10
White,11,85,12
Red,13.8,94,165
Red,13.5,89,60
Red,14.3,84,25
Red,13,87,13
Dessert,13.5,94,92
Red,13,90,18
Red,13.8,92,45
White,13,86,60
White,13.5,86,14
Rose,12.5,88,25
Red,14.7,94,45
White,12.5,81,16
Red,15.1,94,55
Sparkling,12.5,88,35
Red,14.1,92,65
White,11,90,48
Red,14.5,94,75
White,12.5,90,21
Sparkling,12.5,83,11
White,13.5,91,35
White,14.1,88,32
Red,15,91,115
White,10.5,90,34
White,13,87,30
Red,13.5,94,59
Rose,13.7,91,22
White,14.6,86,50
Red,15,94,45
Red,13,91,30
Red,13.5,91,90
Red,13.9,85,25
Red,12,88,26
White,13.5,89,35
Red,14.5,86,15
White,13.5,82,9
Red,13,84,11
Red,14,89,15
Red,14.5,100,175
Red,13.5,86,15
White,13.8,89,17
Red,13,83,11
Red,14,89,13
Red,14.5,94,53
Red,14,89,20
White,13.4,89,25
White,13,90,56
Red,14.5,85,12
White,13.8,87,26
Red,14.6,87,34
Red,14.5,87,45
Red,14.5,87,20
White,13.5,85,14
Red,14.5,88,17
Red,13.5,85,10
Red,14.5,92,17
Red,14,91,55
Red,14.5,88,22
Red,14,85,12
Red,13,82,8
White,14,87,37
Red,14.5,90,30
White,13.5,87,26
Red,14.6,90,60
Rose,13,87,15
White,13,87,25
Red,14.5,94,65
White,14.6,88,35
White,12.5,84,11
Red,14.8,83,22
Red,13.5,94,65
Red,13,88,15
Red,14.1,92,50
Red,13.5,89,13
Red,14.6,93,138
Red,13.5,89,66
White,12,86,13
Red,15.9,92,37
Red,13.8,90,45
Red,13,90,40
White,13.5,86,11
White,13,85,20
Rose,13,87,12
Red,13,83,8
Red,14.5,91,49
White,13,84,22
White,14.2,88,15
Red,13.5,88,33
Red,14.1,89,24
Red,13.5,96,336
White,14.1,88,25
Red,15,90,30
Rose,14.4,86,11
White,13,91,47
White,13,90,36
Red,14,86,11
White,14.1,89,20
White,13.8,94,65
Red,13.5,93,58
Red,14.3,87,60
White,14,87,20
Red,15.1,92,65
White,13,93,90
Red,14.9,81,24
Rose,13,89,11
Red,14.7,89,35
White,12.5,84,20
Port/Sherry,20,95,60
Red,14.8,90,45
Red,15,92,160
Red,14.2,86,10
White,13.2,88,26
Red,13.5,84,20
Red,14,87,30
Red,15,93,45
White,11,87,10
Red,14.5,86,40
Red,13.5,95,52
Red,13.5,88,26
Red,13,87,19
Red,14.5,89,55
Red,13,88,30
Red,15,87,35
Red,14.3,91,72
Red,13,87,14
Red,14.4,88,38
Red,14,88,27
Red,13.5,90,10
White,13,93,20
Sparkling,11.5,88,17
Red,14.5,96,116
White,13,86,18
Dessert,9,88,20
Red,12.5,86,19
White,13,94,57
Red,14.4,84,58
Rose,13,82,10
Red,14,92,70
White,12.5,86,22
Red,14,89,55
Red,13,89,33
White,13.5,88,20
White,11,91,18
Red,14,90,59
Red,14.4,90,55
Red,13.5,82,22
Red,13.9,92,42
Red,14.5,87,20
Red,14,86,14
Red,14.5,91,70
Red,15.9,82,29
White,13.5,91,17
Rose,13,87,14
Red,14.6,88,95
Red,15,87,50
Red,14.5,83,19
Red,13.5,87,15
Red,15.6,87,34
White,12.5,85,15
White,12.5,92,34
White,12.5,89,23
White,13.5,90,65
White,13.5,89,15
Red,14.5,88,45
White,13,93,27
White,13,85,16
Red,13.8,94,42
White,14.1,91,55
White,13,87,14
Red,13.5,90,25
Red,13.5,92,30
Red,16.5,86,55
Red,14.1,88,30
White,11,90,20
Red,14.5,88,13
Red,13.5,82,14
Red,13,83,8
White,13.5,84,19
Red,13.5,88,30
Red,14,90,81
White,12,91,20
White,13.5,88,25
Red,14.6,90,18
White,11,82,15
White,12.5,86,9
Red,13,89,20
Red,13.5,92,76
White,13.5,92,40
White,12.7,86,29
White,13,88,23
Red,14.5,91,110
Red,14.5,87,16
Red,15.3,86,30
White,13,86,25
Red,14.1,87,22
Red,14.9,90,70
Red,13.5,88,30
Red,13,83,17
White,13.5,87,18
White,14.1,92,30
Red,13.5,84,10
Red,14.3,93,45
Red,13.9,88,8
Red,14.6,90,24
Red,14,93,55
Red,12,87,18
Red,14.3,86,35
Red,13.9,87,23
Red,13.5,91,42
Red,14,90,38
White,12,86,15
Red,12.5,86,9
Red,14.5,92,50
Red,13.5,86,20
White,12,90,28
Red,12.5,87,14
White,12.2,85,22
White,11.5,88,23
Red,14.5,90,26
White,13,89,18
Rose,14.5,91,23
Red,13.5,87,20
Red,14.5,85,18
Red,13.5,84,38
White,13,88,21
White,13,89,24
Red,14,93,30
Red,13.6,92,35
Red,14.9,87,80
Red,14.5,87,35
Red,14.5,87,15
Red,13.5,91,35
White,13.5,87,19
Red,13,89,25
Red,12.5,92,28
Red,14,86,20
Red,13.5,84,10
Red,14,86,25
White,13.5,89,22
Red,14.5,91,45
Red,13,93,35
Red,12.5,89,12
Red,14.6,90,35
Red,13.5,82,7
Red,13,85,18
Red,13,88,15
Red,14,86,15
White,12,90,18
Red,14.5,84,24
Red,14.1,91,30
Red,13.4,86,22
Red,13.5,92,32
Red,13.5,89,45
Red,14.5,89,22
Red,14.5,89,23
Red,15,88,26
Sparkling,12.4,89,28
Red,14.5,92,32
White,14,89,19
Red,13.5,88,16
Red,14.8,91,22
Red,12.3,84,24
Red,13,88,15
Red,13.5,90,44
Red,13.5,89,19
Rose,11.8,90,17
Red,14,89,17
Red,13.5,92,45
Red,14.5,90,26
Red,14.5,85,25
Rose,11.5,89,13
White,12,85,11
Red,15,91,45
Red,15.5,92,29
White,13,89,47
Red,14.9,88,25
Red,14.3,90,60
Red,14,91,85
White,13.5,90,55
Red,13.5,94,55
White,13.3,83,8
White,14,87,29
White,13.5,87,14
Red,14.5,90,25
White,13,90,20
Rose,14,91,22
White,13.9,87,50
Red,14.2,84,40
White,14.2,92,35
Red,13,87,25
Sparkling,12.5,91,60
White,14,92,29
White,8.5,91,25
Red,13.5,88,21
Red,13.5,89,16
White,13.5,88,40
Red,13.8,85,25
Red,13.5,87,14
Red,13,88,20
Red,14,90,50
White,13,89,20
Red,12.5,87,18
White,13,87,14
Red,13.9,92,95
Red,12,89,40
White,11.5,92,26
Red,13.7,89,50
Red,13.5,89,30
Red,14.5,86,30
Red,14.8,96,115
Red,13,86,13
White,14,87,15
Red,14,88,75
Sparkling,11.5,87,15
Red,14.5,88,20
Red,14.5,92,65
Red,14.5,93,32
Red,12.5,84,14
White,13.5,88,19
White,12.5,89,14
White,13,92,29
White,13,85,10
White,13.5,85,16
Red,13,88,19
White,13,86,17
White,11.2,86,15
Red,13.5,90,50
White,12.5,90,16
White,14.1,88,50
Red,13.2,85,20
White,14.5,91,29
Red,12.5,81,6
Red,14.5,91,33
White,13.5,88,25
Red,13.6,91,32
Red,13,88,13
White,13,88,18
Red,14,84,15
Red,14.5,91,32
White,12.5,89,16
Red,13.5,87,29
Red,14.9,91,49
Red,14.2,91,45
Red,14.7,85,22
White,14,87,15
White,11,88,17
Red,14.2,91,44
Red,15,90,20
White,12.5,89,17
Red,14.8,90,35
Red,14.1,92,54
Red,13.5,83,15
Red,14.5,84,18
White,8.5,92,31
Red,14.8,87,14
Red,13.9,87,14
White,13.9,85,12
White,12.5,88,50
Red,13.5,86,20
Red,12.5,88,20
Red,13.5,85,12
Red,14.5,93,35
White,14.5,88,23
Red,13.5,85,8
White,13.3,89,28
Red,14,86,29
Red,13.5,90,35
White,12.5,85,15
Red,14.5,94,28
Red,14,91,45
Red,14.8,93,80
Red,13.5,94,60
White,14.1,87,20
White,12.5,90,18
Red,14,89,15
Red,14.3,90,60
Red,14.5,90,35
White,13.5,95,55
Red,14.5,91,42
White,12.5,88,16
White,14,85,10
White,12.5,85,21
Red,13.3,87,9
White,14.1,85,20
Red,14.8,88,60
Red,14,88,13
Red,13.9,88,40
White,13.5,88,15
White,12.5,86,20
Red,14,92,70
White,12.5,90,25
Red,14.6,86,28
Red,15.2,87,28
White,9.5,88,14
Red,14.5,89,29
Rose,13,89,30
Red,14.5,90,26
Red,13.9,93,54
Red,13,86,30
Red,13.2,87,30
White,13,88,9
Red,14.1,85,45
White,12.5,86,18
Red,14,82,12
White,8,89,23
Red,14.1,90,120
Red,14,86,15
Red,14.1,88,19
White,13.5,83,8
White,13,93,26
Red,14,90,25
Red,15.4,92,45
Red,13.5,93,70
White,13.5,88,31
White,13,88,20
White,14.2,90,54
White,14.2,90,40
White,14,92,30
Red,14.5,91,65
Red,14,89,15
Sparkling,12.5,89,26
White,13,89,24
Red,13.5,86,17
Red,13.5,92,45
White,12.5,86,13
Red,14.5,91,55
White,13.4,85,13
White,14,93,40
Red,13.5,87,10
Red,13.5,84,13
Sparkling,13,92,65
White,12,92,197
Dessert,10,88,22
White,11.5,84,8
Red,14.3,88,70
White,14.1,88,13
Red,15.3,87,38
Red,14.4,93,95
White,14,91,18
Red,14.5,93,85
White,13.9,91,22
White,13.5,87,58
White,15.5,89,110
White,13.5,90,20
White,12,86,11
Red,14,91,20
White,12,88,16
Sparkling,12.5,86,52
Sparkling,13,90,24
Red,15,92,45
White,13.8,87,25
White,13,90,30
Red,14,94,100
Red,14.5,87,33
Red,13,86,10
Red,13,89,20
Red,14.4,89,52
White,14.4,92,35
Red,13.8,92,39
Red,14.5,87,14
Red,15,88,47
White,13.5,89,16
White,14,83,20
Rose,12.5,88,16
Red,13.9,88,32
White,13,95,115
Red,14.5,94,70
Red,14.8,91,30
Red,15,93,60
Red,14.5,90,26
White,12.8,87,27
Red,14,90,28
Red,14.7,94,80
Red,14.8,88,12
Rose,13.5,84,15
Red,14,87,18
White,13.5,88,11
Red,13,91,48
Red,15.1,93,70
Red,13.7,89,60
White,14.5,89,24
Rose,13.9,84,9
Red,14.5,92,30
White,13.4,88,20
Red,13.5,90,30
White,12,89,15
White,14.5,87,65
Red,13.5,87,23
Red,15,93,80
Red,14.5,88,108
White,13,86,13
Red,12,86,10
Red,14.5,90,40
Sparkling,12,89,19
Red,14,86,19
Red,13.5,80,8
White,9.5,91,28
White,13.5,89,16
Red,14,97,140
Red,14.8,91,45
Red,13.5,89,35
Red,13,85,30
Red,13.5,85,12
Red,13,92,59
Rose,13,86,18
Red,13.9,94,85
White,12.8,87,33
Red,13.5,92,240
White,14,88,20
Red,14,91,53
White,14,87,17
Red,13,90,18
Red,14.9,91,30
White,13.6,92,29
Red,15.2,92,35
Red,14.2,87,20
Rose,13,84,10
White,13.5,86,10
Red,14,86,11
White,13.9,90,45
Dessert,12.5,90,27
Red,14,85,17
Red,13,90,75
Red,13.9,92,17
Red,14,86,30
Red,12.5,90,15
Rose,13.5,85,13
White,12,89,42
Red,14.5,90,15
White,12.5,93,38
White,13,87,10
White,13.5,90,50
Red,14.5,87,22
White,13,87,35
Red,14.9,93,60
White,11.5,86,10
Red,14.1,84,24
Red,15,94,63
Red,14.5,84,27
Red,15,89,14
Red,15,82,25
White,13.9,93,42
Red,14.2,98,125
Red,13,88,21
White,13.9,89,15
Red,13.5,87,60
White,14.1,86,21
Red,14,85,12
White,12.5,93,52
Red,13.4,90,32
Sparkling,12,90,30
White,14,90,24
Red,12.5,87,24
Red,13.6,87,13
Sparkling,12.5,91,65
Red,14.9,92,40
Red,14.9,86,22
Red,14.1,93,40
White,13.7,86,18
White,13,86,17
White,13.5,91,24
Rose,12.2,91,18
Red,13.4,88,30
Red,14.4,86,80
Red,14,91,38
Red,14.5,89,58
Red,14.5,89,40
Red,14,89,30
Red,14,86,20
Red,14.3,88,20
Red,14,89,40
Red,14.5,85,12
White,14.1,92,30
White,7.5,90,33
Red,13.7,90,25
Red,13.5,89,21
Red,13,88,16
Rose,13,88,20
White,13.5,87,13
Red,14.1,91,70
White,13.5,86,13
Red,14.6,92,40
White,12.5,85,15
Red,14.7,84,20
Sparkling,12,89,21
Red,14.5,88,29
Rose,13,88,15
White,14.3,93,70
Red,13,93,28
Red,13,93,81
Red,14.4,88,75
Red,14,93,40
White,13.1,88,20
White,13,86,10
Red,14.5,89,45
White,13.3,85,15
Red,15.1,90,28
Red,14.5,88,15
Sparkling,12,93,175
White,13,85,10
Red,14,91,24
White,13,88,17
White,14.1,85,17
White,13.5,85,29
White,12.5,88,16
Red,13,85,19
Rose,13,85,17
Red,13.5,85,20
White,13.6,92,28
Red,14,84,20
Red,13,87,19
White,13,88,23
Sparkling,12,86,70
Red,13.5,93,126
Red,12.5,92,80
Red,13.5,90,34
Red,15.2,90,72
Red,15,88,48
Red,14.5,90,33
Red,14.5,89,45
White,13.5,90,25
White,12,95,46
White,13.9,85,17
Red,15,90,20
Red,12.5,88,12
White,14.3,90,45
Red,15,86,17
White,13.5,89,20
Red,14,86,25
Red,14.5,92,65
Sparkling,12.5,90,44
Rose,12.5,85,12
Sparkling,7,84,8
Sparkling,12,86,50
Red,14,90,64
Port/Sherry,18,90,15
Red,13,88,10
Red,13.5,89,17
White,13.5,82,17
White,13,86,16
Red,13.5,87,12
Red,14.5,85,28
White,13.5,88,26
White,14.5,90,20
Red,14.5,88,44
Red,13,88,15
Sparkling,11.5,85,18
Red,14.6,83,48
Red,13,89,16
Sparkling,12,90,35
Red,14,86,9
Red,14.9,87,38
Red,14,92,30
White,11,90,16
Port/Sherry,20,95,70
White,13,87,9
Rose,13.5,90,19
Red,14,85,19
White,13,87,19
White,12.5,85,18
White,12,89,21
Red,14.5,88,22
Dessert,12.5,86,21
White,13.5,88,23
Red,14,84,17
White,14.3,83,40
Red,14.5,90,25
Red,14,89,26
White,10.5,86,9
Red,14.1,86,18
Red,14,88,18
Red,14.5,86,40
Red,14.5,89,30
Red,14,88,48
Red,15.2,93,55
White,13.5,93,50
White,12.5,87,19
Sparkling,12,92,56
White,12.5,87,24
White,12.5,88,14
Red,13.9,89,19
Red,14.5,87,40
Red,13.5,85,30
Red,14.3,94,42
Red,14.9,91,45
Red,14,88,27
Red,14,83,11
Red,13,88,10
Red,14.5,87,28
Red,14.5,93,18
Red,15.5,92,40
Red,13.5,85,9
Red,14.5,87,20
Red,14.5,93,60
Red,13.7,90,56
Red,13,86,14
Red,13.5,86,15
White,14.3,93,35
Red,14.6,90,40
Red,14.8,93,68
Red,14.5,88,35
Red,14.5,86,21
White,12.4,86,12
White,13.4,87,35
Red,13.5,87,38
Red,13.5,88,18
Rose,12.5,85,12
White,13.6,93,34
Red,13.7,87,27
Red,13.5,86,16
Red,14.1,93,40
Red,14.5,88,34
Red,14.7,97,275
Red,14,90,25
Red,14,89,15
White,13.5,86,18
Red,14.5,88,95
White,12.5,92,32
Rose,13.5,80,11
White,13.3,88,32
Red,13.5,90,22
Red,13.9,84,17
Red,13.5,84,9
Red,15,93,220
Red,13,91,48
Red,13.5,86,30
Sparkling,12,93,49
White,13.5,94,45
Red,13.5,89,19
Red,13.5,88,11
White,13,86,16
White,13.5,88,20
Red,13,85,16
Red,13.5,86,66
White,12.5,87,25
White,13,88,20
Red,14.5,87,26
White,13.5,88,15
Sparkling,12,86,11
White,12,84,8
Red,13.8,97,105
Red,14.5,89,15
Red,13.5,84,9
Red,15,88,80
Red,14.5,88,25
Sparkling,12,90,18
Red,14.5,91,75
White,8.5,91,28
White,13,84,15
Red,14.1,95,75
Red,14.5,90,38
Red,14.5,87,13
White,13.9,90,13
Red,13.5,90,26
Red,14.5,88,17
White,13,88,23
Red,12.5,86,17
Red,14.8,90,25
Red,14.9,91,35
Red,14,92,50
Red,15,93,150
Red,12,87,25
Red,13.9,93,48
Red,13.5,94,54
Red,14,85,24
Red,13.5,94,225
Red,14.5,92,70
White,14.5,93,52
Red,14,87,19
White,12,88,18
Red,13.5,93,40
Red,15,89,38
White,13.5,86,15
Red,14.9,93,75
Red,14.6,89,75
White,12.5,87,13
Red,13.5,87,12
Red,14.1,92,55
Red,14.3,92,58
Red,13,86,18
Red,13,89,28
Red,14,86,9
Sparkling,11.5,92,40
Red,14.5,94,35
Red,14,90,16
Red,12.5,87,13
Red,14.5,90,25
Red,13.9,92,27
White,13.5,83,12
Red,14.3,85,23
White,13,88,12
White,13.9,90,25
White,13,91,26
Red,14,89,95
Red,14.9,91,45
Red,14.6,94,70
Red,13,87,14
White,12.5,89,19
Red,14.5,87,12
Red,13.5,87,15
Red,14,84,17
Red,14.5,91,33
Red,14.9,89,49
Red,14.4,92,46
Red,14.5,87,34
Red,14.5,89,25
White,14.2,91,55
White,14,93,30
White,11.5,90,18
Red,14.5,92,30
White,7,94,46
White,14.5,90,50
Red,13.8,88,25
White,15.3,88,35
Red,14.5,90,28
Red,15.3,87,68
Red,14.3,88,50
Red,13.7,90,40
Rose,13.5,86,11
White,12,86,13
Red,14.5,93,85
Red,13.5,86,11
White,13.8,94,38
Red,14,88,19
White,13,87,19
Red,13.5,89,40
Sparkling,11.5,88,54
Red,14,94,125
Rose,12.5,84,6
Red,14.2,92,30
Sparkling,11.5,92,23
Red,14,92,45
White,12.5,86,17
Red,14.2,94,85
Red,13.5,88,23
White,14,90,26
Red,14.2,82,25
White,12.5,86,27
Red,14.5,87,35
Red,14.1,86,24
Red,14.3,89,24
Red,14.5,92,25
White,13.5,86,14
Port/Sherry,20,96,80
Red,14.5,88,33
Red,13.5,85,10
Red,13.5,90,12
Red,15,92,120
Red,13.5,83,13
Red,13.2,83,20
Red,15.4,91,29
Rose,12.5,86,7
Red,13.5,85,10
Port/Sherry,16,93,74
White,14.4,90,42
Red,13.5,88,17
White,14.1,87,15
Red,15,92,50
Red,14.8,86,20
White,13,85,16
Red,15,90,95
White,13.5,83,14
Red,14.5,87,16
Red,14.2,90,65
Red,14.5,93,32
White,13.5,88,30
White,14,88,50
White,14.5,90,22
Red,13.5,84,18
Red,13,87,13
White,13,94,86
Red,16,88,65
White,13,86,16
White,13,84,10
Red,13.5,87,9
Red,14,88,30
Red,14.5,91,100
Red,14.5,89,90
Red,15,84,25
Red,13.5,87,45
Red,15,90,35
White,13.9,84,15
White,13,93,55
Red,14.1,93,40
Red,15,86,8
White,13.5,87,20
Red,13.5,84,15
White,12,84,11
Sparkling,11,87,20
White,11.5,87,17
White,14,89,20
Red,13.5,88,40
Rose,10.5,86,12
Red,13.8,91,70
Red,14,93,26
Red,13,87,18
White,13.8,90,18
Red,14.9,87,30
Red,14,86,11
Red,14,89,21
Sparkling,11,87,20
Red,14.3,91,15
Red,14.5,87,22
White,14,87,12
Red,14.5,89,85
Red,13.5,88,40
White,14,90,18
Red,14,88,20
Red,13.9,91,40
Sparkling,12.5,88,20
Red,13.5,85,13
White,12.5,93,67
Red,14.5,92,23
Red,12.5,92,30
White,8.5,93,30
Red,13,85,13
Red,13,89,70
White,13,87,22
Red,14.8,90,35
Red,15,94,36
Red,14,95,80
Rose,12,87,17
Red,14.8,92,35
Red,14.3,87,25
Red,14.8,87,34
White,12,89,15
Red,14.5,88,40
Red,14,91,65
White,12.9,93,25
Port/Sherry,20,88,90
Red,14,90,33
Red,13.5,86,20
Red,14.5,90,59
Red,14.3,95,75
Sparkling,12,88,44
Fortified,20,92,50
White,12.7,87,10
Red,13.5,93,90
Red,13.5,87,18
Red,14.5,88,21
Port/Sherry,20,89,24
Red,12.5,89,50
Red,13,90,68
White,12,90,10
Rose,13,85,16
Red,15.12,83,65
White,13.5,88,20
Red,14.7,86,17
Red,14.5,92,45
White,11.5,86,15
Red,14.5,87,55
Red,14.9,92,60
Red,14.2,90,25
Red,13.8,93,46
Red,13,90,39
Red,14.5,91,60
White,13.9,83,15
Red,14.7,94,34
Red,14.9,90,34
White,13,91,49
Red,13,90,20
Red,14.7,88,21
Red,13,90,35
Red,13.5,90,153
Red,12,87,35
White,13.6,93,55
Red,16,89,76
Red,13.5,90,25
Red,14.5,93,52
Red,14.5,90,53
White,12.5,86,18
Sparkling,11,85,14
White,8.5,92,26
Red,14.5,92,75
White,13.4,89,17
Red,14.5,94,165
Red,13.5,91,15
Red,13.5,87,55
White,12.5,87,12
Rose,12.8,92,28
Dessert,7,94,376
Red,14.9,88,17
Rose,12.5,87,15
White,11,84,13
Red,12.5,85,20
White,12.7,86,20
Red,14,93,24
Red,14,91,54
Sparkling,13,92,72
White,13.5,87,18
Red,14.2,90,38
White,12.8,88,14
White,13,88,20
Red,14,90,44
Red,13,86,9
White,12.5,90,32
Red,14.4,88,68
Red,13,88,13
Red,14.3,88,32
Red,13.7,89,30
Red,14,90,18
Red,15.1,88,53
Red,13.5,92,120
Red,14.2,89,50
Red,14.3,96,70
White,14.4,93,38
White,13,91,37
Red,13.5,87,20
White,12.2,91,20
White,13.5,89,14
White,12.5,90,18
White,10,87,9
Red,14.4,93,40
Red,14.5,90,60
Red,14.8,94,95
Red,14.2,90,52
Red,13.6,86,14
Red,13.5,88,25
Red,14.5,94,55
White,11.5,89,12
Red,15,90,45
White,14,90,21
White,13,88,34
White,13,88,40
White,13,85,24
Red,14.9,93,42
White,13,89,21
White,12.4,86,12
White,13,91,40
White,9,87,19
White,12.5,87,12
Rose,12,90,15
White,12.5,86,20
Red,13,93,54
Red,13.9,87,22
White,13,92,48
White,12.5,86,15
White,14.1,87,30
Red,14.5,90,38
White,13,88,20
Red,14.5,91,51
Red,14.9,86,70
Red,14.5,88,21
White,12,86,13
Red,15.5,96,90
Rose,13.5,91,25
White,12.7,87,15
White,8.5,86,20
Red,13,88,25
White,12,90,19
Red,14.5,84,20
Rose,13.5,87,20
White,13.5,91,24
White,12.2,82,34
Red,14.5,90,17
White,14,94,70
Red,14,85,13
White,12.5,87,13
White,14,87,13
Red,13,93,32
White,11,80,7
Red,14.1,92,35
White,13.5,91,31
Red,13,87,9
Red,13.5,87,46
Red,13.7,88,38
Red,13.5,88,35
Red,14.6,89,35
White,14,92,98
Sparkling,12.5,87,30
Red,14.7,86,35
Red,16,86,16
Red,13.5,86,24
Red,14.2,87,25
Sparkling,12,84,10
Red,14.5,91,30
Rose,12.5,89,22
Red,13.5,85,17
Red,16.5,89,60
White,12.5,88,10
White,12.5,94,38
Red,13.5,88,11
White,11,88,26
White,12.8,92,28
Red,13.9,91,66
Red,13.5,88,23
White,7.5,93,56
Red,15,88,20
Red,14,85,19
Red,14.4,86,58
Red,14.5,86,120
White,14,82,20
Red,14.5,88,62
Rose,14,90,20
White,13.5,88,18
White,14.2,90,45
White,13.5,87,19
Red,13.5,81,11
White,11.5,88,12
Red,14,89,30
Red,14.5,94,125
Red,14,89,16
Red,13.8,91,85
Red,14,89,12
Red,12,81,12
Red,13,88,15
White,14.1,86,26
Red,14.1,87,72
Red,13.5,92,70
White,13,94,26
Red,13,87,22
Sparkling,12.5,87,20
Red,14.9,91,230
Red,13,93,42
White,13,88,19
Red,14.5,87,35
Red,14.6,88,46
Red,14.5,88,55
Red,12.5,82,10
White,12.9,87,14
Red,14.5,93,60
Red,13.9,92,32
Red,11.5,87,48
White,13.7,88,17
Red,13.5,83,6
Red,14.8,87,32
White,13,92,30
Red,14.2,95,54
White,11,88,21
Red,14.8,88,56
White,8,89,40
Red,14.5,94,80
White,12.5,90,25
White,12.5,88,18
Red,12.5,87,21
Red,14.2,84,22
White,13,90,50
White,13.5,87,15
White,13,91,24
Red,13.8,83,20
Red,14.5,92,70
Red,14.5,88,60
Red,14.2,97,55
Red,14.5,88,39
Sparkling,12,88,22
Red,14.5,90,40
Red,14.1,87,85
White,13.2,85,26
Red,13,85,15
Red,13.9,85,12
Red,14,90,25
White,12.5,90,15
Red,14.5,87,50
Red,13.5,89,23
Red,14,87,15
Rose,13.8,86,25
White,13.5,96,54
Sparkling,12,87,35
Sparkling,12,88,35
Red,14.5,89,32
Red,14.1,90,38
Red,13,86,10
Red,14,90,55
White,13.5,89,17
Red,14.5,91,30
White,14.3,90,58
White,13.5,84,16
White,14.1,90,30
Red,15,92,68
Red,12.5,87,22
Red,14.5,91,15
Sparkling,12.5,87,32
Red,14.2,85,20
Red,14.8,91,78
Red,14.1,82,24
Sparkling,12.5,87,18
Red,12.5,80,12
Sparkling,11.5,82,18
White,14.3,95,50
Red,14,92,52
White,14.5,90,32
Red,13,88,25
White,13.5,89,15
Red,14,85,18
White,13.5,88,23
White,14,87,16
Red,14.9,89,35
Rose,13,89,25
White,12.5,87,10
White,12.5,89,20
White,13.8,83,13
Red,14.5,90,21
Red,13.5,86,13
Red,14.1,92,32
Red,14.5,94,225
Red,15.3,86,95
White,13.5,90,49
White,14.2,85,17
Red,14.5,90,55
Sparkling,13.5,90,50
Red,13.9,83,20
Red,14.5,91,45
White,14.1,92,35
Red,14,84,17
White,14,88,30
Red,14.3,91,28
Red,13,87,14
White,13.5,85,15
Red,14.5,92,65
White,14.5,94,25
Red,13.8,92,56
Red,13.7,87,35
White,13,88,20
Red,14.5,90,29
Red,14,91,30
Red,12,84,19
White,13,87,16
Red,14,87,17
Red,13.5,88,30
Rose,13,90,22
